parcela,arvore,comum,cientifico,familia,dap2012,hcom,ht,vertical,luminosidade
T09,60,itauba,Mezilaurus itauba,Lauraceae,84,5.78,8.85,S,2
T09,62,seringueira,Hevea brasiliensis,Euphorbiaceae,54.6,28.37,37.58,E,1
T09,63,abiurana,Pouteria gongrijpii,Sapotaceae,85.8,30.61,50.03,E,1
T09,64,muirapiranga,Brosimum rubescens,Moraceae,17,10.88,17.17,S,2
T09,65,uxirana,Sacoglottis guianensis,Humiriaceae,43.9,28.01,45.22,C,1
T09,66,abiurana,Pouteria gongrijpii,Sapotaceae,69.9,28.58,42.27,C,1
T09,67,capueiro,Rinorea guianensis,Violaceae,11,7.72,12.07,S,2
T09,68,abiurana,Pouteria gongrijpii,Sapotaceae,49.7,26.76,37.89,S,2
T09,69,macaranduba,Manilkara huberi,Sapotaceae,78.5,17.55,30.01,E,1
T09,71,macaranduba,Manilkara huberi,Sapotaceae,20.2,16.07,20.93,S,2
T09,72,capueiro,Rinorea guianensis,Violaceae,12.5,NA,9.66,S,2
T09,73,coco-pau,Couepia robusta,Chrysobalanaceae,65.3,31.14,38.54,C,1
T09,74,capueiro,Rinorea guianensis,Violaceae,21.1,14.94,20.21,S,2
T09,76,jatereu,Lecythis idatimon,Lecythidaceae,20.3,14.41,22.27,S,2
T09,77,ingarana,Inga sp.,Fabaceae,38.4,17.89,31.2,S,2
T09,79,abiurana,Pouteria gongrijpii,Sapotaceae,38.5,17.99,28.79,S,3
T09,80,capueiro,Rinorea guianensis,Violaceae,15.3,11.16,17.92,S,3
T09,81,morta,NA,NA,44.6,NA,20.07,NA,NA
T09,83,guajara,Pouteria sp.,Sapotaceae,70,31.21,47.19,E,1
T09,85,uxirana,Sacoglottis guianensis,Humiriaceae,71,8.42,11.62,S,2
T09,89,guajara,Pouteria sp.,Sapotaceae,55,31.52,48.65,E,1
T09,90,angelim vermelho,Dinizia excelsa,Fabaceae,15,10.25,15.35,S,2
T09,92,guajara peludo,Pouteria sp.,Sapotaceae,62,12.73,22.87,E,1
T09,95,jatereu,Lecythis idatimon,Lecythidaceae,13.2,6.5,10.75,S,2
T09,96,mapatirana,Pourouma villosa,Urticaceae,50.2,15.26,24.84,E,1
T09,98,caramuxi,Pouteria hispida,Sapotaceae,55,5.07,6.56,S,2
T09,100,jarana,Lecythis lurida,Lecythidaceae,41.7,13.66,22.49,C,1
T09,101,mato,NA,NA,147,15.81,20.93,S,2
T09,102,murta,Strychnos subcordata,Loganiaceae,14.1,8.49,13.4,S,1
T09,105,matamata,Eschweilera amazonica,Lecythidaceae,57.1,20.5,31.29,C,1
T09,106,breu branco,Protium paniculatum,Burseraceae,12,13.57,17.45,S,2
T09,109,barrote,Tetragastris altissima,Burseraceae,51,21.64,35.61,S,2
T09,111,barrote,Tetragastris altissima,Burseraceae,24,16.24,25.06,S,2
T09,112,parajuba,Manilkara bidentata,Sapotaceae,51.4,21.44,33.25,C,1
T09,113,barrote,Tetragastris altissima,Burseraceae,50.8,20.99,36.41,C,1
T09,114,barrote,Tetragastris altissima,Burseraceae,43.2,12.66,23.68,NA,NA
T09,115,envira,Xylopia sp.,Annonaceae,26.3,18.01,24.66,S,2
T09,117,uxi,Endopleura uchi,Humiriaceae,28.6,22.59,29.52,C,1
T09,119,seringueira,Hevea brasiliensis,Euphorbiaceae,41,23,26.2,C,1
T09,120,morta,NA,NA,10.5,NA,1.9,NA,NA
T09,123,morta,NA,NA,60.8,NA,21.41,NA,NA
T09,125,barrote,Tetragastris altissima,Burseraceae,44.2,20.12,30.07,S,2
T09,129,abiurana,Pouteria gongrijpii,Sapotaceae,46.1,19.79,31.56,S,3
T09,131,abiurana,Pouteria gongrijpii,Sapotaceae,13.3,12.71,16.59,S,3
T09,133,envira,Xylopia sp.,Annonaceae,72.5,22.15,30.86,S,3
T09,134,angelim rajado,Zygia racemosa,Fabaceae,10.3,11.93,17.62,S,3
T09,135,barrote,Tetragastris altissima,Burseraceae,33.7,22.05,25.34,S,3
T09,136,abiurana,Pouteria gongrijpii,Sapotaceae,21.5,20.55,29.37,C,2
T09,137,barrote,Tetragastris altissima,Burseraceae,31,21.67,27.72,C,2
T09,139,jatereu,Lecythis idatimon,Lecythidaceae,10.6,12.8,16.33,S,2
T09,141,tento,Ormosia coccinea,Fabaceae,30.2,12.86,24.23,S,2
T09,142,morta,NA,NA,19.1,NA,9.83,NA,NA
T09,143,timborana,Pseudopiptadenia suaveolens,Fabaceae,67.1,20.12,36.01,C,2
T09,144,iperana,Eperua bijuga,Fabaceae,24.5,18.35,24.54,S,3
T09,147,andirobarana,Guarea guidonia,Meliaceae,16.6,9.34,12.03,S,3
T09,148,jatereu,Lecythis idatimon,Lecythidaceae,19.9,18.15,20.9,S,3
T09,150,jarana,Lecythis lurida,Lecythidaceae,14.2,15.42,20.16,S,3
T09,152,caramuxi,Pouteria hispida,Sapotaceae,38.4,10.82,15.63,C,2
T09,153,morta,NA,NA,32.5,NA,12.19,NA,NA
T09,161,jatereu,Lecythis idatimon,Lecythidaceae,12.5,7.91,10.98,S,2
T09,162,morta,NA,NA,43.1,NA,3.57,NA,NA
T09,164,caramuxi,Pouteria hispida,Sapotaceae,64.1,11.98,22.35,C,1
T09,165,morta,NA,NA,54.5,NA,8.31,NA,NA
T09,166,jarana,Lecythis lurida,Lecythidaceae,44.9,19.43,30.27,C,2
T09,167,envira-surucucu,Duguetia surinamensis,Annonaceae,48.4,18.83,28.22,C,2
T09,168,ucuuba,Virola michelii,Myristicaceae,55.2,25.35,36.18,C,2
T09,169,breu barrote,Tetragastris panamensis,Burseraceae,52.7,17.03,31.39,C,2
T09,170,tachi vermelho,Tachigali paniculata,Fabaceae,41.3,16.53,29.35,C,2
T09,171,matamata branco,Eschweilera coriacea,Lecythidaceae,41.3,20.82,37.23,C,2
T09,172,timborana,Pseudopiptadenia suaveolens,Fabaceae,42,18.36,29.87,C,2
T09,173,jatereu,Lecythis idatimon,Lecythidaceae,39,19.29,30.88,S,2
T09,174,parapara,Jacaranda copaia,Bignoniaceae,41.6,17.12,27.67,C,2
T09,175,breu barrote,Tetragastris panamensis,Burseraceae,36.3,16.36,25.67,C,2
T09,176,pau-jacare,Laetia procera,Salicaceae,78,24.93,44.61,C,2
T09,177,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,49.6,22.46,38.6,S,2
T09,178,breu barrote,Tetragastris panamensis,Burseraceae,40.3,16.23,33.49,C,2
T09,179,matamata branco,Eschweilera coriacea,Lecythidaceae,45,19.51,34.45,C,2
T09,180,iperana,Eperua bijuga,Fabaceae,36.5,20.96,30.21,S,2
T09,181,jatereu,Lecythis idatimon,Lecythidaceae,48.8,24.9,37.39,C,2
T09,182,tauari,Couratari stellata,Lecythidaceae,50,29.02,42.86,E,1
T09,183,iperana,Eperua bijuga,Fabaceae,38.4,19.41,32.8,S,2
T09,184,angelim rajado,Zygia racemosa,Fabaceae,45.9,19.45,31.67,C,2
T09,185,abiurana,Pouteria gongrijpii,Sapotaceae,38.3,20.38,35.26,C,2
T09,186,goiabao,Pradosia cochlearia,Sapotaceae,60.7,19.08,32.24,C,2
T09,187,iperana,Eperua bijuga,Fabaceae,36,15.58,30.72,C,2
T09,188,seringueira,Hevea brasiliensis,Euphorbiaceae,63.8,32.18,45.56,E,1
T09,189,jatereu,Lecythis idatimon,Lecythidaceae,45.4,22.72,34.7,C,2
T09,190,matamata branco,Eschweilera coriacea,Lecythidaceae,56.3,19.61,24.7,C,2
T09,191,abiurana,Pouteria gongrijpii,Sapotaceae,35.7,16.27,36.74,C,2
T09,192,matamata branco,Eschweilera coriacea,Lecythidaceae,57.3,19.99,34.1,C,2
T09,193,breu barrote,Tetragastris panamensis,Burseraceae,38.2,16.34,30.49,C,2
T09,194,matamata branco,Eschweilera coriacea,Lecythidaceae,53,20.55,34.63,C,2
T09,195,axixa,Sterculia pruriens,Malvaceae,68,19.25,34.09,C,2
T09,196,breu barrote,Tetragastris panamensis,Burseraceae,37.9,11.91,22.28,S,2
T09,197,ingarana,Inga sp.,Fabaceae,56.5,15.13,24.5,C,2
T09,198,breu barrote,Tetragastris panamensis,Burseraceae,39.7,12.36,27.75,C,2
T09,199,ucuuba,Virola michelii,Myristicaceae,37.5,24.54,32.51,C,2
T09,200,breu barrote,Tetragastris panamensis,Burseraceae,40.5,12.31,24.16,S,2
T09,201,pintadinho,Poeppigia procera,Fabaceae,52.3,26.59,40.85,C,2
T09,202,seringarana,Micrandra minor,Euphorbiaceae,46.9,20.94,35.81,C,2
T09,203,abiurana,Pouteria gongrijpii,Sapotaceae,41.7,20.12,33.2,C,2
T10,3,louro preto,Nectandra cuspidata,Lauraceae,45.9,22.47,38.64,C,2
T10,4,jatereu,Lecythis idatimon,Lecythidaceae,11.1,7.52,14.22,S,2
T10,5,jatereu,Lecythis idatimon,Lecythidaceae,15.2,11.05,22.35,S,2
T10,6,capueiro,Rinorea guianensis,Violaceae,10.5,13.92,19.78,S,2
T10,7,abiurana,Pouteria gongrijpii,Sapotaceae,17.6,12.6,20.85,S,2
T10,8,macucu,Licania guianensis,Chrysobalanaceae,14.7,8.81,16.58,S,1
T10,14,matamata,Eschweilera amazonica,Lecythidaceae,45.2,13.78,30.43,C,2
T10,15,abiurana,Pouteria gongrijpii,Sapotaceae,11.6,6.15,10.88,S,2
T10,16,jarana,Lecythis lurida,Lecythidaceae,20.6,11.16,24.18,S,2
T10,17,inhare,Helicostylis sp.,Moraceae,13.8,16.47,17.84,S,2
T10,20,pau-jacare,Laetia procera,Salicaceae,71,20.87,32.55,E,1
T10,21,jatereu,Lecythis idatimon,Lecythidaceae,13.4,10.8,17.89,S,2
T10,25,capueiro,Rinorea guianensis,Violaceae,13.9,7.36,13.54,S,2
T10,27,jatereu,Lecythis idatimon,Lecythidaceae,18.8,12.52,19.43,S,1
T10,31,matamata,Eschweilera amazonica,Lecythidaceae,16.7,13.65,19.96,S,3
T10,33,jatereu,Lecythis idatimon,Lecythidaceae,10.4,9.41,26.02,S,3
T10,35,abiurana,Pouteria gongrijpii,Sapotaceae,11.3,6.82,11,S,1
T10,36,jatoba,Hymenaea courbaril,Fabaceae,117.2,29.68,47.01,E,1
T10,39,jatereu,Lecythis idatimon,Lecythidaceae,24.8,12.53,19.04,S,2
T10,40,maracatiara,Astronium graveolens,Anacardiaceae,51.1,31.01,45.72,E,1
T10,41,timborana,Pseudopiptadenia suaveolens,Fabaceae,58,25.26,46.8,E,1
T10,44,ucuuba,Virola michelii,Myristicaceae,26.7,12.48,21.22,S,2
T10,45,goiabao,Pradosia cochlearia,Sapotaceae,22.7,13.19,20.45,S,2
T10,47,iperana,Eperua bijuga,Fabaceae,10.9,6.56,14.43,S,2
T10,55,cucutitiriba,Pouteria sp.,Sapotaceae,20,13.81,22.1,S,2
T10,56,ingarana,Inga sp.,Fabaceae,40.7,19.44,31.21,E,1
T10,57,matamata,Eschweilera amazonica,Lecythidaceae,43.7,23.61,28.18,C,1
T10,66,matamata,Eschweilera parviflora,Lecythidaceae,25.2,14.45,23.12,S,1
T10,67,iperana,Eperua bijuga,Fabaceae,45.6,14.4,29.11,E,1
T10,68,jatereu,Lecythis idatimon,Lecythidaceae,11.8,7.51,11.6,S,2
T10,72,jatereu,Lecythis idatimon,Lecythidaceae,46.3,18.05,36.76,C,1
T10,73,morta,NA,NA,45.1,NA,8.85,NA,NA
T10,74,matamata,Eschweilera parviflora,Lecythidaceae,45.4,20.7,29.81,E,1
T10,76,angelim rajado,Zygia racemosa,Fabaceae,11.4,7.04,14.1,S,3
T10,78,inga,Inga marginata,Fabaceae,16.6,9.02,14.25,S,2
T10,79,breu branco,Protium paniculatum,Burseraceae,17.2,8.8,13.42,S,2
T10,81,macucu,Licania guianensis,Chrysobalanaceae,21.3,18.26,29.52,C,1
T10,83,macaranduba,Manilkara huberi,Sapotaceae,82.2,25.92,37.39,C,1
T10,84,louro preto,Ocotea cernua,Lauraceae,50.9,17.06,31.67,C,1
T10,86,capueiro,Rinorea guianensis,Violaceae,23.3,14.69,22.3,S,2
T10,87,morta,NA,NA,35.9,NA,27.88,NA,NA
T10,89,matamata,Eschweilera parviflora,Lecythidaceae,44.1,18.67,33.43,S,1
T10,90,tachi branco,Tachigali paniculata,Fabaceae,35.9,23.57,33.65,E,1
T10,91,pau santo,Zollernia paraensis,Fabaceae,73.9,20.76,33.23,E,1
T10,95,tanibuca,Terminalia amazonia,Combretaceae,60,18.62,29.04,E,1
T10,97,matamata,Eschweilera parviflora,Lecythidaceae,23.1,12.55,19.65,S,2
T10,98,breu sucuruba,Trattinnickia burserifolia,Burseraceae,40,12.01,22.61,C,1
T10,99,abiurana,Pouteria gongrijpii,Sapotaceae,18.5,10.62,20.76,S,1
T10,100,tento,Ormosia grossa,Fabaceae,10.1,7.3,9.61,S,2
T10,101,macaranduba,Manilkara huberi,Sapotaceae,44,16.07,29.99,C,1
T10,102,inhare,Helicostylis sp.,Moraceae,37.8,21.89,33.63,C,2
T10,103,jatereu,Lecythis idatimon,Lecythidaceae,24.9,20.28,30.24,S,2
T10,104,jatereu,Lecythis idatimon,Lecythidaceae,12.2,5.89,11.6,S,2
T10,107,axixa,Sterculia pruriens,Malvaceae,22.9,13.2,25.74,S,2
T10,108,timborana,Pseudopiptadenia suaveolens,Fabaceae,52.6,29.12,30.15,E,1
T10,109,capueiro,Rinorea guianensis,Violaceae,13.5,9.86,15.53,S,2
T10,110,pintadinho,Poeppigia procera,Fabaceae,26.4,1.74,17.04,S,2
T10,111,cucutitiriba,Pouteria sp.,Sapotaceae,15.6,8.1,13.26,S,3
T10,112,jarana,Lecythis lurida,Lecythidaceae,17.5,16.82,23.3,S,2
T10,115,capueiro,Rinorea guianensis,Violaceae,10.2,15.1,25.15,S,3
T10,116,pau-jacare,Laetia procera,Salicaceae,48.6,13.54,27.37,C,2
T10,117,capueiro,Rinorea guianensis,Violaceae,16.4,8.88,21.15,S,3
T10,120,jatereu,Lecythis idatimon,Lecythidaceae,14.1,3.61,10.01,S,2
T10,123,jatereu,Lecythis idatimon,Lecythidaceae,11.3,8.75,12.07,S,2
T10,127,iperana,Eperua bijuga,Fabaceae,35.2,14.96,25.81,S,1
T10,129,matamata,Eschweilera amazonica,Lecythidaceae,29.8,14.28,23.62,S,1
T10,130,barrote,Tetragastris altissima,Burseraceae,40.2,16.53,24.51,C,1
T10,132,papo-de-mutum,Lacunaria jenmanii,Ochnaceae,16.5,11.19,19.42,S,2
T10,134,capueiro,Rinorea guianensis,Violaceae,11.4,15.09,20.6,S,2
T10,136,goiabao,Pradosia cochlearia,Sapotaceae,60,24.79,40.8,E,1
T10,139,jatereu,Lecythis idatimon,Lecythidaceae,14.8,11.47,23.68,S,1
T10,141,inhare,Helicostylis sp.,Moraceae,40,25.16,37.32,C,2
T10,142,pau-jacare,Laetia procera,Salicaceae,41.2,19.19,28.54,C,2
T10,143,itauba,Mezilaurus itauba,Lauraceae,46,20.53,31.28,C,2
T10,144,matamata preto,Eschweilera ovata,Lecythidaceae,37.9,17.73,24.74,C,2
T10,145,matamata branco,Eschweilera coriacea,Lecythidaceae,39.1,27.17,35.9,C,2
T10,146,morta,NA,NA,70,NA,16.18,NA,NA
T10,147,piquiarana,Caryocar glabrum,Caryocaraceae,44,22.52,31.61,C,2
T10,148,matamata branco,Eschweilera coriacea,Lecythidaceae,37.9,18.68,34,C,2
T10,149,uxi,Endopleura uchi,Humiriaceae,44,22.5,33.57,C,2
T10,150,seringueira,Hevea brasiliensis,Euphorbiaceae,36.5,18.04,25.72,C,2
T10,151,parapara,Jacaranda copaia,Bignoniaceae,49.8,21.17,30.46,E,2
T10,152,jutai-mirim,Hymenaea parvifolia,Fabaceae,36.5,23.87,32.68,S,2
T10,153,caramuxi,Pouteria hispida,Sapotaceae,41.4,20.75,30.49,S,2
T10,154,matamata branco,Eschweilera coriacea,Lecythidaceae,42,17.02,24.18,C,2
T10,155,fava amarela,Parkia sp.,Fabaceae,41.9,20.05,30.46,C,2
T10,156,timborana,Pseudopiptadenia suaveolens,Fabaceae,50,14.66,30.59,C,2
T10,157,inga branco,Inga thibaudiana,Fabaceae,42.8,14.7,25.8,C,2
T10,158,breu barrote,Tetragastris panamensis,Burseraceae,36.1,13.35,21.48,S,2
T10,159,morta,NA,NA,45.3,NA,19.66,NA,NA
T10,160,uxi,Endopleura uchi,Humiriaceae,42.5,18.98,30.29,C,2
T10,161,jutai-pororoca,Dialium guianense,Fabaceae,46.9,17.15,28.37,C,2
T10,162,matamata branco,Eschweilera coriacea,Lecythidaceae,51.7,18.73,27.17,C,2
T10,163,iperana,Eperua bijuga,Fabaceae,38.6,18.36,25.55,C,2
T10,164,caqui,Diospyros guianensis,Ebenaceae,45.7,26.64,29.64,C,2
T10,165,inhare,Helicostylis sp.,Moraceae,49.6,28.81,40.02,C,2
T10,166,matamata branco,Eschweilera coriacea,Lecythidaceae,53.5,19.2,29.22,C,2
T10,167,iperana,Eperua bijuga,Fabaceae,48.2,16.36,21.34,C,2
T10,168,matamata branco,Eschweilera coriacea,Lecythidaceae,37.8,17.13,29.68,C,2
T10,169,macaranduba,Manilkara huberi,Sapotaceae,37.7,18.85,26.01,S,2
T10,170,inga branco,Inga thibaudiana,Fabaceae,46.6,19.49,32.64,C,2
T10,171,morta,NA,NA,50.8,NA,19.72,NA,NA
T10,172,matamata branco,Eschweilera coriacea,Lecythidaceae,38.2,21.89,30.44,C,2
T11,3,louro,Ocotea canaliculata,Lauraceae,53,21.35,34.1,E,1
T11,6,abiu cutite,NA,NA,39.4,18.73,29.21,S,2
T11,7,acariquara,Minquartia guianensis,Olacaceae,16.4,13.6,20.33,C,2
T11,10,abiu cutite,NA,NA,12.5,12.48,20,S,1
T11,12,capueiro,Rinorea guianensis,Violaceae,22.6,14.5,22.24,S,2
T11,20,timborana,Pseudopiptadenia suaveolens,Fabaceae,55.3,19.42,31.95,C,1
T11,26,jatereu,Lecythis idatimon,Lecythidaceae,28.2,14.53,24.34,S,3
T11,27,louro,Ocotea canaliculata,Lauraceae,23.1,13.31,19.99,S,1
T11,30,matamata,Eschweilera amazonica,Lecythidaceae,11.8,12.88,15.51,S,3
T11,31,jatereu,Lecythis idatimon,Lecythidaceae,12,8.94,12.75,S,3
T11,33,parajuba,Manilkara bidentata,Sapotaceae,47.3,26.57,34.97,C,1
T11,34,envira,Xylopia sp.,Annonaceae,35.2,23.5,30.94,S,2
T11,35,papo-de-mutum,Lacunaria jenmanii,Ochnaceae,82,5.21,8.05,S,3
T11,38,iperana,Eperua bijuga,Fabaceae,50.4,15.92,23.51,C,1
T11,39,iperana,Eperua bijuga,Fabaceae,10.9,4.44,6.94,S,2
T11,43,tento,Ormosia grossa,Fabaceae,16.3,9.16,13.96,S,3
T11,44,breu branco,Protium paniculatum,Burseraceae,10.3,4.42,7.6,S,3
T11,47,catuaba,Abuta grandifolia,Menispermaceae,14,5.21,8.16,S,3
T11,50,breu branco,Protium paniculatum,Burseraceae,11.2,10.44,14.89,S,3
T11,51,louro,Ocotea canaliculata,Lauraceae,19.5,13.02,21.49,C,2
T11,52,caramuxi,Pouteria hispida,Sapotaceae,54.2,16.69,30.59,C,1
T11,53,abiurana,Pouteria gongrijpii,Sapotaceae,63.8,19.27,28.87,E,1
T11,56,louro-abacate,Ocotea glomerata,Lauraceae,98,21.16,35.15,E,1
T11,59,tento,Ormosia coccinea,Fabaceae,10.8,3.09,5.06,S,2
T11,60,tento,Ormosia coccinea,Fabaceae,16.9,9.06,13.58,S,2
T11,61,morta,NA,NA,97.1,NA,35.2,NA,NA
T11,62,abiurana,Pouteria gongrijpii,Sapotaceae,11.7,10.27,15.23,S,2
T11,63,capueiro,Rinorea guianensis,Violaceae,16.1,8.59,11.86,C,1
T11,65,inga preto,Inga nobilis,Fabaceae,10.4,7.26,11.91,S,2
T11,66,jatereu,Lecythis idatimon,Lecythidaceae,18.3,9.35,14.53,S,2
T11,67,morta,NA,NA,18.2,NA,10.91,NA,NA
T11,68,matamata,Eschweilera amazonica,Lecythidaceae,19.8,12.07,8.58,S,3
T11,71,jatereu,Lecythis idatimon,Lecythidaceae,12.6,12.76,22.7,S,2
T11,74,morta,NA,NA,91.5,NA,4.69,NA,NA
T11,75,matamata,Eschweilera amazonica,Lecythidaceae,21.5,14.57,19.88,S,3
T11,76,guajara,Pouteria sp.,Sapotaceae,55.8,14.88,22.3,C,2
T11,78,catuaba,Abuta grandifolia,Menispermaceae,10.8,5.88,9.24,S,3
T11,79,papo-de-mutum,Lacunaria jenmanii,Ochnaceae,14.1,7.83,9.63,S,3
T11,82,abiu cutite,NA,NA,40.3,20.82,31.8,S,2
T11,84,iperana,Eperua bijuga,Fabaceae,41.6,14.22,23.82,E,1
T11,87,tauari,Couratari stellata,Lecythidaceae,60,33.31,51.4,E,1
T11,88,jatereu,Lecythis idatimon,Lecythidaceae,33.2,25.89,35.74,S,2
T11,90,macaranduba,Manilkara huberi,Sapotaceae,36,21.89,29.55,S,2
T11,92,tachi preto,Tachigali myrmecophila,Fabaceae,76.2,23.85,42.23,C,1
T11,95,ucuuba,Virola michelii,Myristicaceae,50.7,25.93,44.36,C,1
T11,96,capueiro,Rinorea guianensis,Violaceae,13.4,9.61,16.35,S,3
T11,97,tachi preto,Tachigali myrmecophila,Fabaceae,54.5,24.68,42.22,E,1
T11,101,embauba,Cecropia ficifolia,Urticaceae,32.9,17,26.22,E,1
T11,102,breu barrote,Tetragastris panamensis,Burseraceae,73.2,15.61,22.18,C,1
T11,104,jatereu,Lecythis idatimon,Lecythidaceae,26.7,11.49,20.77,S,2
T11,105,abiurana,Pouteria gongrijpii,Sapotaceae,12.6,17.42,23.95,S,2
T11,110,iperana,Eperua bijuga,Fabaceae,42,22.42,32.7,C,1
T11,112,matamata preto,Eschweilera ovata,Lecythidaceae,38.8,18.09,26.83,C,1
T11,114,capueiro,Rinorea guianensis,Violaceae,10.4,7.53,10.35,S,2
T11,117,abiurana,Pouteria gongrijpii,Sapotaceae,90.1,22.08,34.31,E,1
T11,118,uxirana,Sacoglottis guianensis,Humiriaceae,61.8,26.98,42.73,E,1
T11,120,timborana,Pseudopiptadenia suaveolens,Fabaceae,62.3,21.41,36.63,E,1
T11,122,iperana,Eperua bijuga,Fabaceae,14.9,9.11,16.17,S,1
T11,124,jatereu,Lecythis idatimon,Lecythidaceae,10.8,7.74,12.28,S,1
T11,125,muirapiranga,Brosimum rubescens,Moraceae,94.5,27.77,44.58,E,1
T11,128,parajuba,Manilkara bidentata,Sapotaceae,42.1,24.01,40.81,S,2
T11,129,capueiro,Rinorea guianensis,Violaceae,12.8,7.35,11.26,S,3
T11,130,angelim vermelho,Dinizia excelsa,Fabaceae,83,34.5,57.02,E,1
T11,131,jatereu,Lecythis idatimon,Lecythidaceae,23.3,15.09,21.89,S,2
T11,133,jatereu,Lecythis idatimon,Lecythidaceae,24.9,11.56,24.12,S,1
T11,134,morta,NA,NA,38.5,NA,3.61,NA,NA
T11,136,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,46.1,15.59,28.12,E,1
T11,138,matamata branco,Eschweilera coriacea,Lecythidaceae,39.6,8.77,12.71,S,2
T11,139,jatereu,Lecythis idatimon,Lecythidaceae,19.2,13.7,19.1,S,3
T11,140,seringueira,Hevea brasiliensis,Euphorbiaceae,40.7,14.58,22.54,E,1
T11,141,piquiarana,Caryocar glabrum,Caryocaraceae,29.6,14.62,22.09,S,1
T11,142,capueiro,Rinorea guianensis,Violaceae,14.6,8.27,14.5,S,2
T11,143,capueiro,Rinorea guianensis,Violaceae,19,10.74,15.07,S,2
T11,145,axixa,Sterculia pruriens,Malvaceae,13,7.17,10.46,S,3
T11,147,abiurana casca fina,Pouteria retinervis,Sapotaceae,20.2,12.6,21.36,S,2
T11,149,inga amargoso,Inga sp.,Fabaceae,13.9,8.37,13.29,S,2
T11,151,parajuba,Manilkara bidentata,Sapotaceae,22,14.52,21.81,C,1
T11,152,capueiro,Rinorea guianensis,Violaceae,11.5,11.83,19.55,S,2
T11,155,envira,Xylopia sp.,Annonaceae,11.1,1.62,14.15,S,2
T11,156,ingarana,Inga sp.,Fabaceae,32,15.79,27.53,S,1
T11,157,ingarana,Inga sp.,Fabaceae,40,14.74,26.93,S,1
T11,158,ingarana,Inga sp.,Fabaceae,35.7,13.61,25.63,S,1
T11,159,angelim vermelho,Dinizia excelsa,Fabaceae,16,11.95,20.14,S,2
T11,161,abiurana,Pouteria gongrijpii,Sapotaceae,23.4,12.38,16.07,S,3
T11,162,matamata branco,Eschweilera coriacea,Lecythidaceae,14.7,10.25,14.8,S,2
T11,164,piquiarana,Caryocar glabrum,Caryocaraceae,95,23.94,40.47,E,1
T11,168,cupiuba,Goupia glabra,Goupiaceae,57.4,18.61,29.18,E,1
T11,170,matamata preto,Eschweilera ovata,Lecythidaceae,59.4,25.42,37.35,C,2
T11,171,tachi vermelho,Tachigali paniculata,Fabaceae,43.5,23.86,30.95,C,2
T11,172,jatereu,Lecythis idatimon,Lecythidaceae,40,20.55,29.09,S,2
T11,173,parajuba,Manilkara bidentata,Sapotaceae,36,18.02,27.02,C,2
T11,174,inga branco,Inga thibaudiana,Fabaceae,47.7,20.63,31.85,C,2
T11,175,matamata branco,Eschweilera coriacea,Lecythidaceae,39,22.75,33.43,C,2
T11,176,ucuuba,Virola michelii,Myristicaceae,44.9,18.63,29.4,C,2
T11,177,mapatirana,Pourouma minor,Urticaceae,45.1,23.05,32.63,C,2
T11,178,jutai-pororoca,Dialium guianense,Fabaceae,41.9,13.61,28.03,C,2
T11,179,matamata preto,Eschweilera ovata,Lecythidaceae,66.7,24.16,35.83,C,2
T11,180,abiurana,Pouteria gongrijpii,Sapotaceae,35.2,20.73,26.29,C,2
T11,181,timborana,Pseudopiptadenia suaveolens,Fabaceae,39.4,12.29,22.08,C,2
T11,182,breu vermelho,Protium hebetatum,Burseraceae,58.9,23.12,35.39,C,2
T11,183,matamata preto,Eschweilera ovata,Lecythidaceae,46.4,22.48,38.46,C,2
T11,184,caramuxi,Pouteria hispida,Sapotaceae,41.2,15.98,28.7,C,2
T11,185,morta,NA,NA,40.6,NA,14.5,NA,NA
T11,186,matamata branco,Eschweilera coriacea,Lecythidaceae,36.5,18.52,27.94,C,2
T11,187,breu barrote,Tetragastris panamensis,Burseraceae,45.6,19.31,27.02,C,2
T11,188,abiurana,Pouteria gongrijpii,Sapotaceae,37.9,16.86,26.98,C,2
T11,189,parajuba,Manilkara bidentata,Sapotaceae,57.5,21.89,30.32,S,2
T11,190,mapatirana,Pourouma villosa,Urticaceae,35,10.82,22.58,C,2
T11,191,breu barrote,Tetragastris panamensis,Burseraceae,42.2,22.39,33.21,S,2
T11,192,breu barrote,Tetragastris panamensis,Burseraceae,42.2,19.15,28.55,S,2
T11,193,fava-saboeiro,Abarema cochleata,Fabaceae,48.7,21.22,30.04,C,2
T11,194,matamata branco,Eschweilera coriacea,Lecythidaceae,38.2,22.62,30.93,C,2
T11,195,iperana,Eperua bijuga,Fabaceae,41.7,11.24,15.81,C,2
T12,1,jarana,Lecythis lurida,Lecythidaceae,55.9,17.6,34.04,E,1
T12,2,jatereu,Lecythis idatimon,Lecythidaceae,10.3,2.28,3.94,S,1
T12,3,morta,NA,NA,12.3,NA,2.47,NA,NA
T12,4,matamata branco,Eschweilera coriacea,Lecythidaceae,50,14.56,23.79,C ,1
T12,5,breu barrote,Tetragastris panamensis,Burseraceae,18.3,4.66,3.87,S,1
T12,6,matamata branco,Eschweilera coriacea,Lecythidaceae,57.9,22.74,38.78,C,1
T12,7,casca seca,Licania canescens,Chrysobalanaceae,41.8,23.59,33.1,C,1
T12,8,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,24,31.69,C,1
